locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Szczecin Niebuszewo,ul. Przyjaciół Żołnierza,3,59,650000,11017,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-ul-przyjaciol-zolnierza-3-pokojowe-c3a1u4,https://s2.adresowa.pl/oi/47/51/3a36fe_931c_cover-3-pokojowe-mieszkanie-szczecin-niebuszewo-ul-przyjaciol-zolnierza.jpg
Szczecin Centrum,ul. Bolesława Śmiałego,2,47,400000,8511,Bez pośredników,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-boleslawa-smialego-2-pokojowe-y1j1g9,https://s2.adresowa.pl/oi/55/54/3a345c_9546_cover-2-pokojowe-mieszkanie-szczecin-centrum-ul-boleslawa-smialego.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Szczecin Pomorzany,ul. 9 Maja,2,48,460000,9583,Oferta biura nieruchomości,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-szczecin-pomorzany-ul-9-maja-2-pokojowe-o2m9o8,https://s2.adresowa.pl/oi/68/4c/39bc32_be03_cover-2-pokojowe-mieszkanie-szczecin-pomorzany-ul-9-maja.jpg
Szczecin Śródmieście,ul. Stanisława Noakowskiego,3,55,479000,8709,Oferta biura nieruchomości,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-stanislawa-noakowskiego-3-pokojowe-s7k5v7,https://s2.adresowa.pl/oi/3a/6e/39b87a_78f3_cover-3-pokojowe-mieszkanie-szczecin-srodmiescie-ul-stanislawa-noakowskiego.jpg
Szczecin Stare Miasto,ul. ks. kard. Stefana Wyszyńskiego,2,58,435000,7500,Bez pośredników,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-szczecin-stare-miasto-ul-ks-kard-stefana-wyszynskiego-2-pokojowe-m2w8j7,https://s2.adresowa.pl/oi/51/68/3a3388_3cc2_cover-2-pokojowe-mieszkanie-szczecin-stare-miasto-ul-ks-kard-stefana-wyszynskiego.jpg
Szczecin Turzyn,ul. Bolesława Śmiałego,5,148,1490000,10068,Bez pośredników,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-szczecin-turzyn-ul-boleslawa-smialego-5-pokojowe-q9i4h5,https://s2.adresowa.pl/oi/56/7f/3a3202_8258_cover-5-pokojowe-mieszkanie-szczecin-turzyn-ul-boleslawa-smialego.jpg
Szczecin Warszewo,ul. Duńska,3,68,800000,11715,Bez pośredników,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-szczecin-warszewo-ul-dunska-3-pokojowe-u4i7r7,https://s2.adresowa.pl/oi/30/79/3a2e4c_2d39_cover-3-pokojowe-mieszkanie-szczecin-warszewo-ul-dunska.jpg
Szczecin,ul. Aleksandra Zawadzkiego,2,39,450000,11538,Oferta biura nieruchomości,ponad miesiąc temu,22,https://adresowo.pl/o/mieszkanie-szczecin-ul-aleksandra-zawadzkiego-2-pokojowe-t7o3d7,https://s2.adresowa.pl/oi/3c/10/39b61a_b069_cover-2-pokojowe-mieszkanie-szczecin-ul-aleksandra-zawadzkiego.jpg
Szczecin Śródmieście,ul. Stefana Lewandowskiego,1,29,399000,13759,Oferta biura nieruchomości,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-stefana-lewandowskiego-1-pokoj-j9f3m7,https://s2.adresowa.pl/oi/11/4e/39b5f6_4519_cover-1-pokojowe-mieszkanie-szczecin-srodmiescie-ul-stefana-lewandowskiego.jpg
Szczecin Centrum,ul. Księcia Bogusława X,2,53,430000,8190,Bez pośredników,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-ksiecia-boguslawa-x-2-pokojowe-w0o0r1,https://s2.adresowa.pl/oi/26/50/3a2d5a_f8b0_cover-2-pokojowe-mieszkanie-szczecin-centrum-ul-ksiecia-boguslawa-x.jpg
Szczecin Śródmieście,ul. Bolesława Krzywoustego,1,33,396000,12000,Bez pośredników,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-boleslawa-krzywoustego-1-pokoj-y1g2l8,https://s2.adresowa.pl/oi/1c/71/3a2c7e_5c45_cover-1-pokojowe-mieszkanie-szczecin-srodmiescie-ul-boleslawa-krzywoustego.jpg
Szczecin Zawadzkiego-Klonowica,,3,52,559000,10750,Bez pośredników,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-szczecin-zawadzkiego-klonowica-3-pokojowe-52-m2-s2g6g0,https://s2.adresowa.pl/oi/32/66/3a2c84_da77_cover-3-pokojowe-mieszkanie-szczecin-zawadzkiego-klonowica.jpg
Szczecin Śródmieście,ul. gen. Ludomiła Rayskiego,4,136,810000,5956,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-gen-ludomila-rayskiego-4-pokojowe-k1y3c0,https://s2.adresowa.pl/oi/18/6f/39b5f0_c3c2_cover-4-pokojowe-mieszkanie-szczecin-srodmiescie-ul-gen-ludomila-rayskiego.jpg
Szczecin Świerczewo,ul. Antoniego Kaliny,1,32,300000,9288,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-swierczewo-ul-antoniego-kaliny-1-pokoj-o4y3l8,https://s2.adresowa.pl/oi/2f/75/39b5ec_3f07_cover-1-pokojowe-mieszkanie-szczecin-swierczewo-ul-antoniego-kaliny.jpg
Szczecin Centrum,ul. Monte Cassino,2,78,550000,7051,Bez pośredników,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-monte-cassino-2-pokojowe-s7h5d6,https://s2.adresowa.pl/oi/43/7a/3a2c60_cb93_cover-2-pokojowe-mieszkanie-szczecin-centrum-ul-monte-cassino.jpg
Szczecin Bolinko,ul. Heleny,2,52,570000,10962,Bez pośredników,ponad tydzień temu,5,https://adresowo.pl/o/mieszkanie-szczecin-bolinko-ul-heleny-2-pokojowe-b2u1u8,https://s2.adresowa.pl/oi/3c/27/3a2968_f01a_cover-2-pokojowe-mieszkanie-szczecin-bolinko-ul-heleny.jpg
Szczecin Pomorzany,ul. Xawerego Dunikowskiego,2,39,350000,8974,Bez pośredników,ponad tydzień temu,5,https://adresowo.pl/o/mieszkanie-szczecin-pomorzany-ul-xawerego-dunikowskiego-2-pokojowe-r2p9v5,https://s2.adresowa.pl/oi/4a/24/3a28b8_38dc_cover-2-pokojowe-mieszkanie-szczecin-pomorzany-ul-xawerego-dunikowskiego.jpg
Szczecin Śródmieście,,2,27,439000,16081,Oferta biura nieruchomości,ponad miesiąc temu,4,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-2-pokojowe-27-m2-d0y5y3,https://s2.adresowa.pl/oi/13/3f/39b5ee_fe96_cover-2-pokojowe-mieszkanie-szczecin-srodmiescie.jpg
Szczecin Stołczyn,,4,180,1100000,6111,Oferta biura nieruchomości,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-szczecin-stolczyn-4-pokojowe-180-m2-d0o1l1,https://s2.adresowa.pl/oi/41/4b/39b496_6e2a_cover-4-pokojowe-mieszkanie-szczecin-stolczyn.jpg
Szczecin Śródmieście,ul. Parkowa,2,75,699000,9320,Bez pośredników,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-parkowa-2-pokojowe-w2o5n7,https://s2.adresowa.pl/oi/5c/6e/3a26da_ab66_cover-2-pokojowe-mieszkanie-szczecin-srodmiescie-ul-parkowa.jpg
Szczecin Niebuszewo,,2,43,387000,9000,Bez pośredników,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-2-pokojowe-43-m2-l7j2q1,https://s2.adresowa.pl/oi/35/10/3a2698_f117_cover-2-pokojowe-mieszkanie-szczecin-niebuszewo.jpg
Szczecin Śródmieście,al. Wyzwolenia,1,29,319000,11038,Bez pośredników,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-al-wyzwolenia-1-pokoj-i5h5u4,https://s2.adresowa.pl/oi/6a/1e/3a265e_f056_cover-1-pokojowe-mieszkanie-szczecin-srodmiescie-al-wyzwolenia.jpg
Szczecin,ul. Leona Heyki,3,78,920000,11868,Oferta biura nieruchomości,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-szczecin-ul-leona-heyki-3-pokojowe-j8l7l9,https://s2.adresowa.pl/oi/17/4b/3996d4_df54_cover-3-pokojowe-mieszkanie-szczecin-ul-leona-heyki.jpg
Szczecin,,4,94,820000,8723,Oferta biura nieruchomości,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-szczecin-4-pokojowe-94-m2-k3n5h7,https://s2.adresowa.pl/oi/16/54/39807a_3796_cover-4-pokojowe-mieszkanie-szczecin.jpg
Szczecin Centrum,al. Wyzwolenia,1,28,492000,17441,Bez pośredników,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-szczecin-centrum-al-wyzwolenia-1-pokoj-q8b5h9,https://s2.adresowa.pl/oi/4a/4c/3a21ea_2ec3_cover-1-pokojowe-mieszkanie-szczecin-centrum-al-wyzwolenia.jpg
Szczecin Niebuszewo,ul. Łucznicza,2,37,428900,11592,Bez pośredników,ponad tydzień temu,5,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-ul-lucznicza-2-pokojowe-v9s5k0,https://s2.adresowa.pl/oi/38/7c/3a1e78_4fdb_cover-2-pokojowe-mieszkanie-szczecin-niebuszewo-ul-lucznicza.jpg
Szczecin Centrum,ul. Juliana Ursyna Niemcewicza,2,53,460000,8614,Bez pośredników,ponad tydzień temu,5,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-juliana-ursyna-niemcewicza-2-pokojowe-e1p2t3,https://s2.adresowa.pl/oi/16/34/3a0f18_744f_cover-2-pokojowe-mieszkanie-szczecin-centrum-ul-juliana-ursyna-niemcewicza.jpg
Szczecin,ul. Bolesława Śmiałego,3,93,820000,8817,Oferta biura nieruchomości,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-szczecin-ul-boleslawa-smialego-3-pokojowe-n9n6w1,https://s2.adresowa.pl/oi/4c/78/397e7a_b785_cover-3-pokojowe-mieszkanie-szczecin-ul-boleslawa-smialego.jpg
Szczecin,ul. Gabriela Narutowicza,2,46,410888,9011,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-ul-gabriela-narutowicza-2-pokojowe-d5h5r8,https://s2.adresowa.pl/oi/67/36/397b48_4f2f_cover-2-pokojowe-mieszkanie-szczecin-ul-gabriela-narutowicza.jpg
Szczecin Warszewo,ul. Panoramiczna,2,41,601400,14499,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-szczecin-warszewo-ul-panoramiczna-2-pokojowe-u4o6r4,https://s2.adresowa.pl/oi/18/4f/3a1178_37c6_cover-2-pokojowe-mieszkanie-szczecin-warszewo-ul-panoramiczna.jpg
Szczecin Warszewo,ul. Złotowska,2,44,549000,12603,Bez pośredników,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-szczecin-warszewo-ul-zlotowska-2-pokojowe-o0w6g1,https://s2.adresowa.pl/oi/31/6c/3a16d6_2a68_cover-2-pokojowe-mieszkanie-szczecin-warszewo-ul-zlotowska.jpg
Szczecin Świerczewo,,3,62,655000,10497,Bez pośredników,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-szczecin-swierczewo-3-pokojowe-62-m2-r2s8j4,https://s2.adresowa.pl/oi/76/5b/3a14be_54d8_cover-3-pokojowe-mieszkanie-szczecin-swierczewo.jpg
Szczecin,ul. Gabriela Narutowicza,2,45,406260,9000,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-ul-gabriela-narutowicza-2-pokojowe-s0d6p4,https://s2.adresowa.pl/oi/66/2d/397b40_330b_cover-2-pokojowe-mieszkanie-szczecin-ul-gabriela-narutowicza.jpg
Szczecin Centrum,al. Piastów,1,37,349000,9499,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-szczecin-centrum-al-piastow-1-pokoj-k2r3q1,https://s2.adresowa.pl/oi/6d/68/397b16_64d6_cover-1-pokojowe-mieszkanie-szczecin-centrum-al-piastow.jpg
Szczecin Prawobrzeże,ul. Jasna,3,58,479000,8330,Bez pośredników,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-szczecin-prawobrzeze-ul-jasna-3-pokojowe-z5x0g2,https://s2.adresowa.pl/oi/54/2d/3a135c_50fc_cover-3-pokojowe-mieszkanie-szczecin-prawobrzeze-ul-jasna.jpg
Szczecin Gumieńce,ul. Barbakan,2,55,919000,16709,Bez pośredników,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-barbakan-2-pokojowe-c5e3s8,https://s2.adresowa.pl/oi/28/54/3a11e2_57e7_cover-2-pokojowe-mieszkanie-szczecin-gumience-ul-barbakan.jpg
Szczecin Pomorzany,ul. Xawerego Dunikowskiego,2,47,399999,8511,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-szczecin-pomorzany-ul-xawerego-dunikowskiego-2-pokojowe-e2c0w0,https://s2.adresowa.pl/oi/50/34/3a119e_2823_cover-2-pokojowe-mieszkanie-szczecin-pomorzany-ul-xawerego-dunikowskiego.jpg
Szczecin Żydowce,ul. Motorowa,1,18,179000,10229,Oferta biura nieruchomości,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-szczecin-zydowce-ul-motorowa-1-pokoj-x6h6h8,https://s2.adresowa.pl/oi/7d/5d/397b18_f4e5_cover-1-pokojowe-mieszkanie-szczecin-zydowce-ul-motorowa.jpg
Szczecin Podjuchy,,5,70,595000,8500,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-szczecin-podjuchy-5-pokojowe-70-m2-i2r5t0,https://s2.adresowa.pl/oi/71/53/397b10_acc5_cover-5-pokojowe-mieszkanie-szczecin-podjuchy.jpg
Szczecin Gumieńce,ul. Gorzowska,2,37,430000,11622,Bez pośredników,ponad tydzień temu,25,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-gorzowska-2-pokojowe-r4q9l0,https://s2.adresowa.pl/oi/39/15/3a0f54_a8f4_cover-2-pokojowe-mieszkanie-szczecin-gumience-ul-gorzowska.jpg
Szczecin Śródmieście,ul. Lutniana,3,75,780000,10400,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-lutniana-3-pokojowe-k4d9m8,https://s2.adresowa.pl/oi/22/19/3a0f10_bf3c_cover-3-pokojowe-mieszkanie-szczecin-srodmiescie-ul-lutniana.jpg
Szczecin Warszewo,,2,43,550000,12791,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-szczecin-warszewo-2-pokojowe-43-m2-n9a6t1,https://s2.adresowa.pl/oi/7a/59/3a0c48_be65_cover-2-pokojowe-mieszkanie-szczecin-warszewo.jpg
Szczecin,ul. Janusza Kusocińskiego,2,55,499000,9068,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-szczecin-ul-janusza-kusocinskiego-2-pokojowe-q3b5q4,https://s2.adresowa.pl/oi/7c/28/397b0e_baa2_cover-2-pokojowe-mieszkanie-szczecin-ul-janusza-kusocinskiego.jpg
Szczecin Centrum,al. Wojska Polskiego,2,53,690000,12946,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-szczecin-centrum-al-wojska-polskiego-2-pokojowe-i0t2v5,https://s2.adresowa.pl/oi/68/1d/397b04_6213_cover-2-pokojowe-mieszkanie-szczecin-centrum-al-wojska-polskiego.jpg
Szczecin Majowe,ul. Jerzego Andrzejewskiego,2,48,560000,11667,Bez pośredników,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-szczecin-majowe-ul-jerzego-andrzejewskiego-2-pokojowe-i8u0b2,https://s2.adresowa.pl/oi/23/65/3a0be0_8989_cover-2-pokojowe-mieszkanie-szczecin-majowe-ul-jerzego-andrzejewskiego.jpg
Szczecin Niebuszewo,,2,38,449000,11878,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-2-pokojowe-37-m2-y1w2v6,https://s2.adresowa.pl/oi/3c/71/3a098a_f827_cover-2-pokojowe-mieszkanie-szczecin-niebuszewo.jpg
Szczecin Pogodno,ul. ks. Stanisława Kozierowskiego,3,106,936000,8830,Bez pośredników,ponad tydzień temu,24,https://adresowo.pl/o/mieszkanie-szczecin-pogodno-ul-ks-stanislawa-kozierowskiego-3-pokojowe-p7f8v8,https://s2.adresowa.pl/oi/32/58/3a06de_797c_cover-3-pokojowe-mieszkanie-szczecin-pogodno-ul-ks-stanislawa-kozierowskiego.jpg
Szczecin,ul. Gabriela Narutowicza,2,36,355600,10000,Oferta biura nieruchomości,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-szczecin-ul-gabriela-narutowicza-2-pokojowe-r4a8s5,https://s2.adresowa.pl/oi/63/51/397624_d444_cover-2-pokojowe-mieszkanie-szczecin-ul-gabriela-narutowicza.jpg
Szczecin,ul. Gabriela Narutowicza,2,44,442600,10000,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-ul-gabriela-narutowicza-2-pokojowe-j9g8c8,https://s2.adresowa.pl/oi/6f/74/397622_cfd2_cover-2-pokojowe-mieszkanie-szczecin-ul-gabriela-narutowicza.jpg
Szczecin Bukowe,ul. Swojska,2,54,709000,13130,Bez pośredników,ponad tydzień temu,27,https://adresowo.pl/o/mieszkanie-szczecin-bukowe-ul-swojska-2-pokojowe-v1y5h4,https://s2.adresowa.pl/oi/46/75/3a0646_4ccf_cover-2-pokojowe-mieszkanie-szczecin-bukowe-ul-swojska.jpg
Szczecin Turzyn,ul. ks. Piotra Ściegiennego,2,62,739000,11977,Bez pośredników,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-szczecin-turzyn-ul-ks-piotra-sciegiennego-2-pokojowe-g8e4x5,https://s2.adresowa.pl/oi/2d/52/39fe8c_f4fa_cover-2-pokojowe-mieszkanie-szczecin-turzyn-ul-ks-piotra-sciegiennego.jpg
Szczecin Centrum,ul. Wąska,2,35,465000,13286,Bez pośredników,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-waska-2-pokojowe-a5g5k4,https://s2.adresowa.pl/oi/1a/69/39fdc6_3171_cover-2-pokojowe-mieszkanie-szczecin-centrum-ul-waska.jpg
Szczecin,ul. Gabriela Narutowicza,2,45,449500,10000,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-ul-gabriela-narutowicza-2-pokojowe-x6n7r0,https://s2.adresowa.pl/oi/22/13/39761e_7463_cover-2-pokojowe-mieszkanie-szczecin-ul-gabriela-narutowicza.jpg
Szczecin,ul. Gabriela Narutowicza,2,53,476640,9000,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-ul-gabriela-narutowicza-2-pokojowe-c1m7e3,https://s2.adresowa.pl/oi/4c/4f/3975d4_928c_cover-2-pokojowe-mieszkanie-szczecin-ul-gabriela-narutowicza.jpg
Szczecin Gumieńce,ul. Kazimierska,2,34,445000,13088,Bez pośredników,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-kazimierska-2-pokojowe-i1j6e3,https://s2.adresowa.pl/oi/57/48/39f9d2_f784_cover-2-pokojowe-mieszkanie-szczecin-gumience-ul-kazimierska.jpg
Szczecin Śródmieście,ul. Gabriela Narutowicza,2,47,590000,12553,Bez pośredników,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-gabriela-narutowicza-2-pokojowe-r4y3p2,https://s2.adresowa.pl/oi/11/45/39f9cc_2b99_cover-2-pokojowe-mieszkanie-szczecin-srodmiescie-ul-gabriela-narutowicza.jpg
Szczecin Centrum,ul. Bartosza Głowackiego,2,29,500000,17106,Bez pośredników,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-bartosza-glowackiego-2-pokojowe-d9i9f4,https://s2.adresowa.pl/oi/5f/19/39f9b6_d201_cover-2-pokojowe-mieszkanie-szczecin-centrum-ul-bartosza-glowackiego.jpg
Szczecin,pl. Dziecka,2,59,499999,8512,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-szczecin-pl-dziecka-2-pokojowe-o0u4l0,https://s2.adresowa.pl/oi/17/6e/395e78_9e0f_cover-2-pokojowe-mieszkanie-szczecin-pl-dziecka.jpg
Szczecin Drzetowo,ul. Willowa,2,41,410000,9981,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-szczecin-drzetowo-ul-willowa-2-pokojowe-f3o1r7,https://s2.adresowa.pl/oi/4e/30/3958fa_28b6_cover-2-pokojowe-mieszkanie-szczecin-drzetowo-ul-willowa.jpg
Szczecin Niebuszewo,,2,35,390000,11143,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-2-pokojowe-35-m2-m3a3a5,https://s2.adresowa.pl/oi/23/26/39f98e_c4ec_cover-2-pokojowe-mieszkanie-szczecin-niebuszewo.jpg
Szczecin Śródmieście,pl. Żołnierza Polskiego,1,50,700000,14028,Bez pośredników,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-pl-zolnierza-polskiego-1-pokoj-t4e7p7,https://s2.adresowa.pl/oi/60/7a/39f97a_dbc5_cover-1-pokojowe-mieszkanie-szczecin-srodmiescie-pl-zolnierza-polskiego.jpg
Szczecin Śródmieście,al. Wojska Polskiego,2,61,360000,5902,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-al-wojska-polskiego-2-pokojowe-d4c2e8,https://s2.adresowa.pl/oi/6d/59/39f876_a49a_cover-2-pokojowe-mieszkanie-szczecin-srodmiescie-al-wojska-polskiego.jpg
Szczecin Płonia,ul. Antoniego Abrahama,3,60,579000,9597,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-szczecin-plonia-ul-antoniego-abrahama-3-pokojowe-l7z3x9,https://s2.adresowa.pl/oi/2f/2b/395158_610c_cover-3-pokojowe-mieszkanie-szczecin-plonia-ul-antoniego-abrahama.jpg
Szczecin,ul. 5 Lipca,3,74,729000,9851,Oferta biura nieruchomości,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-szczecin-ul-5-lipca-3-pokojowe-s2m3w2,https://s2.adresowa.pl/oi/37/59/393f64_ec23_cover-3-pokojowe-mieszkanie-szczecin-ul-5-lipca.jpg
Szczecin Osów,ul. Wymarzona,3,61,999000,16377,Bez pośredników,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-szczecin-osow-ul-wymarzona-3-pokojowe-d9x8m5,https://s2.adresowa.pl/oi/39/58/39f7f8_8d2f_cover-3-pokojowe-mieszkanie-szczecin-osow-ul-wymarzona.jpg
Szczecin Prawobrzeże,ul. Turkusowa,4,85,769000,9047,Bez pośredników,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-szczecin-prawobrzeze-ul-turkusowa-4-pokojowe-x7i2k9,https://s2.adresowa.pl/oi/2d/5e/39f66e_4b8f_cover-4-pokojowe-mieszkanie-szczecin-prawobrzeze-ul-turkusowa.jpg
Szczecin Bezrzecze,,3,70,780000,11083,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-szczecin-bezrzecze-3-pokojowe-70-m2-x8l9a6,https://s2.adresowa.pl/oi/21/51/39f228_9e66_cover-3-pokojowe-mieszkanie-szczecin-bezrzecze.jpg
Szczecin,al. Piastów,4,99,759000,7667,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-szczecin-al-piastow-4-pokojowe-u7u9g2,https://s2.adresowa.pl/oi/66/14/393844_e8ae_cover-4-pokojowe-mieszkanie-szczecin-al-piastow.jpg
Szczecin Gumieńce,,5,119,949000,8007,Oferta biura nieruchomości,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-szczecin-gumience-5-pokojowe-118-m2-c0n0l7,https://s2.adresowa.pl/oi/48/1c/392694_4abb_cover-5-pokojowe-mieszkanie-szczecin-gumience.jpg
Szczecin Pomorzany,al. Powstańców Wielkopolskich,2,38,350000,9211,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-szczecin-pomorzany-al-powstancow-wielkopolskich-2-pokojowe-p3s3t3,https://s2.adresowa.pl/oi/50/5a/39f210_d460_cover-2-pokojowe-mieszkanie-szczecin-pomorzany-al-powstancow-wielkopolskich.jpg
Szczecin Warszewo,ul. Limby,3,55,683000,12391,Bez pośredników,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-szczecin-warszewo-ul-limby-3-pokojowe-x8c2o1,https://s2.adresowa.pl/oi/31/7c/39f1cc_cb86_cover-3-pokojowe-mieszkanie-szczecin-warszewo-ul-limby.jpg
Szczecin Centrum,ul. Miedziana,2,41,569000,13892,Bez pośredników,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-miedziana-2-pokojowe-y0h9j9,https://s2.adresowa.pl/oi/5d/73/39f090_bcbb_cover-2-pokojowe-mieszkanie-szczecin-centrum-ul-miedziana.jpg
Szczecin Warszewo,ul. Pelikana,4,96,956600,10000,Oferta biura nieruchomości,ponad miesiąc temu,50,https://adresowo.pl/o/mieszkanie-szczecin-warszewo-ul-pelikana-4-pokojowe-u1t1d6,https://s2.adresowa.pl/oi/68/4f/391f40_d8bb_cover-4-pokojowe-mieszkanie-szczecin-warszewo-ul-pelikana.jpg
Szczecin,ul. Władysława Jagiełły,1,47,299000,6389,Oferta biura nieruchomości,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-szczecin-ul-wladyslawa-jagielly-1-pokoj-b8i3g1,https://s2.adresowa.pl/oi/1b/43/391be4_7e6d_cover-1-pokojowe-mieszkanie-szczecin-ul-wladyslawa-jagielly.jpg
Szczecin Centrum,ul. marsz. Józefa Piłsudskiego,4,128,719000,5617,Bez pośredników,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-marsz-jozefa-pilsudskiego-4-pokojowe-d8o0t0,https://s2.adresowa.pl/oi/47/70/39e8d8_c498_cover-4-pokojowe-mieszkanie-szczecin-centrum-ul-marsz-jozefa-pilsudskiego.jpg
Szczecin Śródmieście,al. Papieża Jana Pawła II,2,47,465000,9879,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-al-papieza-jana-pawla-ii-2-pokojowe-u8a9w1,https://s2.adresowa.pl/oi/1b/6d/39e826_926a_cover-2-pokojowe-mieszkanie-szczecin-srodmiescie-al-papieza-jana-pawla-ii.jpg
Szczecin Pomorzany,ul. Xawerego Dunikowskiego,3,48,490000,10208,Bez pośredników,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-szczecin-pomorzany-ul-xawerego-dunikowskiego-3-pokojowe-c7m1i6,https://s2.adresowa.pl/oi/7a/7e/39e6d6_784a_cover-3-pokojowe-mieszkanie-szczecin-pomorzany-ul-xawerego-dunikowskiego.jpg
